id,coverImageUrl,imageBasedRent,rent
42,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,635.1290283203125,670
45,https://resources.kamernet.nl/image/c1bf141e-d57b-4c77-ad9a-9e6ed7a3ad5b,695.4976196289062,300
47,https://resources.kamernet.nl/image/b8f2f8dc-fd5f-468e-b921-24b6c5210274,639.736328125,350
50,https://resources.kamernet.nl/image/40a700d1-342e-4d25-baef-ac76ca0a2b09,,275
52,https://resources.kamernet.nl/image/e9ee9d12-616f-4e84-989f-c36832bb55ae,612.813720703125,490
54,https://resources.kamernet.nl/image/25617c88-b4db-468c-b425-f31044056de3,,310
58,https://resources.kamernet.nl/image/09c16d05-4beb-4086-bd82-e223274bca5e,632.1456298828125,500
60,https://resources.kamernet.nl/image/6a0b23da-ba91-4f31-b33e-0387c6961f23,610.9097900390625,285
62,https://resources.kamernet.nl/image/853f81ad-d7ef-4ce3-9dea-28becd4e9e3a,597.397216796875,500
65,https://resources.kamernet.nl/image/6137a0cf-6f16-45c0-9373-2c5645366fa7,600.4857788085938,310
66,https://resources.kamernet.nl/image/89e5a28f-e409-4abf-a7ae-6b59669b41cd,640.8441162109375,250
68,https://resources.kamernet.nl/image/f521959f-f828-4f71-a55b-37fa096d4c84,588.748046875,425
71,https://resources.kamernet.nl/image/2cd69c44-aaa8-4623-a0e5-f0ce95311c8a,,975
74,https://resources.kamernet.nl/image/1cb14d21-5a3c-47db-a1a2-197656718f40,676.2872924804688,995
77,https://resources.kamernet.nl/image/5b50a59e-cb2a-47bf-b83a-ae0c8d1e8a5f,606.060791015625,500
80,https://resources.kamernet.nl/image/2fff4552-5ac1-4dee-a53b-59568f70d86b,,500
81,https://resources.kamernet.nl/image/8232f26b-ac8e-478b-b186-cfa7f8e446b6,,350
86,https://resources.kamernet.nl/image/13f51326-caf0-4e47-9165-770beb854101,616.61962890625,1375
87,https://resources.kamernet.nl/image/bccacfef-135c-442a-b257-d8d6b8d340cf,683.1834716796875,1400
90,https://resources.kamernet.nl/image/f7bcdcd2-f684-4eac-975d-cf2afa5b4334,633.95458984375,1085
92,https://resources.kamernet.nl/image/489f1212-6e36-497b-9d6d-f8745fee04f3,,450
93,https://resources.kamernet.nl/image/5b270b19-a1bf-4a5d-8bc8-8bde6973232c,619.2979736328125,500
94,https://resources.kamernet.nl/image/0dd83e76-bd40-4f54-b30d-3d31535731f9,,310
95,https://resources.kamernet.nl/image/ed59cd9f-f40b-4019-885c-5f52456160b8,626.8941650390625,445
97,https://resources.kamernet.nl/image/efd73b65-a5cf-4da5-a6c4-899fbc5a725d,654.4818115234375,480
99,https://resources.kamernet.nl/image/2ab68eab-5296-493c-b4bf-753320a517c2,634.358642578125,445
100,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,621.5256958007812,230
101,https://resources.kamernet.nl/image/1fce8da8-9d08-4955-8cd4-d2cc326e2e68,695.4976196289062,800
104,https://resources.kamernet.nl/image/e670b427-a102-4322-8e87-c21571831b48,657.1087036132812,625
110,https://resources.kamernet.nl/image/20eeb284-9ea0-4f51-a144-a98923720282,653.7490234375,780
111,https://resources.kamernet.nl/image/54e6b0a7-5190-4fed-93b4-9634c34d3c6b,621.5628662109375,350
112,https://resources.kamernet.nl/image/9a329ab8-8947-4bf4-aa0b-4f5d02dff6bf,,480
114,https://resources.kamernet.nl/image/31ba0160-b20f-488b-be73-91a447e67ad5,,325
115,https://resources.kamernet.nl/image/2bd2fcf9-d4df-47f2-bf99-3d35646b608d,645.5167236328125,460
116,https://resources.kamernet.nl/image/3bd7fa60-b4aa-4d12-bec0-b900506b3b29,575.026123046875,355
117,https://resources.kamernet.nl/image/17bc6564-f9bb-4549-ba02-dda85e01c4bb,595.0963745117188,372
118,https://resources.kamernet.nl/image/152ef816-7ebe-42f5-8b38-abc6634a5871,596.1671142578125,243
120,https://resources.kamernet.nl/image/6f6d78db-19bf-47a8-afd7-ee1fd7687c3f,,1350
122,https://resources.kamernet.nl/image/ce27b488-28f4-4911-ba02-9c306bac5e17,619.6993408203125,375
123,https://resources.kamernet.nl/image/fe92f6a7-77f0-4ecf-8482-7d324b8ee5a4,,1275
124,https://resources.kamernet.nl/image/d26bdfa1-84b1-416a-af01-8f7cbf600370,608.09716796875,425
125,https://resources.kamernet.nl/image/67ca2f95-4393-4712-89b7-a5d6bfec14f8,622.9212036132812,285
127,https://resources.kamernet.nl/image/175e2581-acd3-4f61-8bd8-21292ec4eafc,647.713134765625,425
130,https://resources.kamernet.nl/image/97c7c7cc-e88d-4c7a-97cc-7cc3dcb3aa13,622.1641845703125,909
131,https://resources.kamernet.nl/image/5ea4d2b4-9236-404b-bbd0-1c9954b4ec41,647.28564453125,235
132,https://resources.kamernet.nl/image/785884af-fbdc-4fd6-99eb-61bc8feb1f20,666.9008178710938,890
137,https://resources.kamernet.nl/image/aeda0622-ee3c-4799-a2f8-836601181c0a,662.4878540039062,850
138,https://resources.kamernet.nl/image/5ff54ceb-5af0-46a1-a50b-3fba03c9b9d6,625.3128662109375,1030
139,https://resources.kamernet.nl/image/613f6779-8dfb-4d2d-8be5-4e18fcfb6ac0,,1060
141,https://resources.kamernet.nl/image/d9976eb2-71cc-4d57-9c17-d44ea6430254,659.0874633789062,225
144,https://resources.kamernet.nl/image/5caba470-fb1a-4700-adb4-133cf3a3358a,604.1829833984375,1500
145,https://resources.kamernet.nl/image/e8118dcc-9c49-4538-adfb-e92f94446f4b,611.09033203125,1242
150,https://resources.kamernet.nl/image/9a7d2c55-97a6-4fb8-baf9-3b1e27cad3ff,615.9513549804688,650
153,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,634.231689453125,649
156,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,612.00244140625,435
157,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,630.4768676757812,250
158,https://resources.kamernet.nl/image/a4b26174-f6c8-42d6-8e7b-c6348fca5fce,695.4976196289062,350
162,https://resources.kamernet.nl/image/1a75855d-af6e-4f3f-8c68-232b5bb2660c,604.6959838867188,400
166,https://resources.kamernet.nl/image/02fc48ec-33ff-42c2-86a5-4eec9038d8ba,695.4976196289062,450
167,https://resources.kamernet.nl/image/dd7f36d1-7248-4054-859a-e8d2eb521e9b,695.4976196289062,550
169,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,695.4976196289062,400
170,https://resources.kamernet.nl/image/5228ec4d-4373-4532-831b-b8970039704c,599.6233520507812,399
172,https://resources.kamernet.nl/image/964cddc2-b489-4264-af87-16add1c9c114,621.92333984375,430
173,https://resources.kamernet.nl/image/821fbfa9-c1a6-4ae5-b593-1d0114d064dd,617.3864135742188,340
174,https://resources.kamernet.nl/image/26d64781-44bc-4d1a-b842-a7d225faf809,645.49951171875,880
176,https://resources.kamernet.nl/image/79936ce8-4894-405c-9077-53cd84a750bc,695.4976196289062,370
178,https://resources.kamernet.nl/image/7f6c28a3-2b9a-4bcd-a220-4e5aa2145da2,608.126953125,600
179,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,589.302978515625,800
180,https://resources.kamernet.nl/image/fd233ba7-fbff-43fd-9cc7-988c96c0f441,,650
182,https://resources.kamernet.nl/image/68b99be2-12af-4c9e-b49c-3961d6d3aec6,649.74951171875,725
185,https://resources.kamernet.nl/image/d859b86a-91e3-4317-841d-bd2c919c59d5,616.5118408203125,240
187,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,596.8070678710938,220
188,https://resources.kamernet.nl/image/78d0af8c-38a2-48e4-8b62-2c0ee2dd8cf4,695.4976196289062,720
191,https://resources.kamernet.nl/image/0c019e36-5c60-44ab-8074-f59f95856d79,616.82177734375,420
193,https://resources.kamernet.nl/image/0d93ecba-8bdb-464f-bea8-c12d639863f9,646.7428588867188,500
195,https://resources.kamernet.nl/image/35279075-17c0-4d88-bec8-325e365e35e2,592.0979614257812,1000
197,https://resources.kamernet.nl/image/00186bef-448c-447d-9eef-c39865e09a2b,695.4976196289062,440
199,https://resources.kamernet.nl/image/73854729-d3ff-400f-bae8-660c6db19447,589.0139770507812,1395
202,https://resources.kamernet.nl/image/23ebcaad-96c6-4c91-9758-f2ea1e399ebd,599.027587890625,262
204,https://resources.kamernet.nl/image/cf08bef4-49b7-4fb5-84ae-f6fd6a46cead,,850
206,https://resources.kamernet.nl/image/d528e4b2-f3de-41f2-9b52-036013bd9813,633.5453491210938,385
207,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,633.0617065429688,1250
208,https://resources.kamernet.nl/image/24350859-8414-4ab8-8699-8164dde50e4d,605.9017333984375,350
209,https://resources.kamernet.nl/image/50746521-9c03-49cd-b976-c079a584d71b,624.5843505859375,410
210,https://resources.kamernet.nl/image/35c981a3-95e8-4798-84a5-3bae36e5e239,601.3522338867188,350
212,https://resources.kamernet.nl/image/5bb8731c-3a10-4283-82df-790351fc2b74,601.5299072265625,645
213,https://resources.kamernet.nl/image/964fc78f-6ab9-496d-8a71-b5dd9a74fc1b,594.0416870117188,700
215,https://resources.kamernet.nl/image/c031e61f-f96c-4f30-94d3-8b392191fd97,695.4976196289062,500
217,https://resources.kamernet.nl/image/3926fb78-eadf-42dd-b466-7013bee5a6b5,664.3147583007812,600
218,https://resources.kamernet.nl/image/4660a352-3a36-4089-9e57-c3a2f181fb0f,608.0853271484375,700
222,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,606.8316650390625,300
223,https://resources.kamernet.nl/image/7e7c6e21-ac36-4d21-8c70-f54f07d5dc43,629.0927734375,460
224,https://resources.kamernet.nl/image/80c0ce80-d043-4a2d-90e9-a009248f37a6,626.3217163085938,825
227,https://resources.kamernet.nl/image/2a031cd7-ffec-440e-9434-f34888b37ec2,622.4844970703125,350
229,https://resources.kamernet.nl/image/461e4606-8bdc-45b9-a95a-651fd7d0150e,627.9259033203125,350
231,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,644.6734619140625,350
233,https://resources.kamernet.nl/image/225d677f-efb9-4713-a291-4ff546fc872a,695.4976196289062,350
236,https://resources.kamernet.nl/image/aca4fbc9-756c-44ec-9ed2-f2e892926394,594.4413452148438,820
240,https://resources.kamernet.nl/image/459ed80f-a814-43bb-ac0e-611014d8618e,644.8704833984375,270
242,https://resources.kamernet.nl/image/ae32f45a-f767-472f-9837-120c2a0988f0,646.6972045898438,1100
244,https://resources.kamernet.nl/image/93676d24-f463-4fec-a048-415b4dd65bff,622.189208984375,615
245,https://resources.kamernet.nl/image/01eeef00-a72a-4200-ae01-1453f565b7af,695.4976196289062,480
246,https://resources.kamernet.nl/image/c4d11494-7a5c-4b41-9920-137758e636ab,659.1763916015625,750
248,https://resources.kamernet.nl/image/26486536-f6f0-43c8-a9f7-f9ed8618f4b2,642.1333618164062,625
250,https://resources.kamernet.nl/image/8c654da5-3aa4-4116-b772-a7f53a3ac8a9,644.5436401367188,560
254,https://resources.kamernet.nl/image/5b625a60-9107-4127-845a-131e45651d76,632.013427734375,450
258,https://resources.kamernet.nl/image/b8872c4e-fb36-4c02-ac4e-6e7ff602a47c,643.8123779296875,950
259,https://resources.kamernet.nl/image/599e607a-0447-4f26-884e-097d4a0cc7fb,609.05419921875,1494
261,https://resources.kamernet.nl/image/64d5ebc9-bf7a-466e-9b9e-5e35231ca50b,610.7990112304688,900
262,https://resources.kamernet.nl/image/8791fe21-5bcf-4732-9775-df84a23d4fa3,630.339111328125,1200
263,https://resources.kamernet.nl/image/41a03b88-cff9-4a14-bb7b-23e294c6ac74,597.3434448242188,275
264,https://resources.kamernet.nl/image/d368f196-32e0-4700-967f-949ca381950c,621.4742431640625,399
268,https://resources.kamernet.nl/image/45387303-a222-461e-915a-0c9327b0c313,,285
270,https://resources.kamernet.nl/image/3a125ae2-8fc0-4035-a53a-3b361aac6db1,597.4920043945312,695
271,https://resources.kamernet.nl/image/b5c70e60-310f-4e69-bc54-1f4d3e35ce05,608.8461303710938,300
275,https://resources.kamernet.nl/image/a66e2e66-047f-49ad-b064-e27a7446c20e,651.8624267578125,805
277,https://resources.kamernet.nl/image/1f4ae1e1-bafc-438e-88a5-46f292ed816e,634.2168579101562,670
282,https://resources.kamernet.nl/image/bae8448f-3678-4be2-b19f-6ab8b0f2c7eb,610.884033203125,360
283,https://resources.kamernet.nl/image/6cf1541e-aa54-461a-9983-5d42b62f3871,683.8679809570312,595
284,https://resources.kamernet.nl/image/1061de58-19b7-4cc4-a63c-964c8e4f21ac,644.1949462890625,375
285,https://resources.kamernet.nl/image/da5861ce-75f8-46bf-88ef-96d4d3900832,625.8130493164062,390
286,https://resources.kamernet.nl/image/69ce19d1-7a00-4fd3-a2ae-6ec85ee1b5a2,618.0377197265625,477
288,https://resources.kamernet.nl/image/014d7de8-62bf-45a0-9f97-a8daeba413bf,,370
289,https://resources.kamernet.nl/image/8c62f6c9-cb9e-41f0-a222-3e85e9028d7b,604.082763671875,550
290,https://resources.kamernet.nl/image/74d2e768-8f8c-4b3e-966e-b6c2b232b93e,629.3920288085938,280
291,https://resources.kamernet.nl/image/d0365342-8635-478a-baaa-07c5dee697db,601.7507934570312,230
294,https://resources.kamernet.nl/image/3ca66f09-e7e7-4c71-bb05-3de1eebe8b88,615.5330200195312,850
295,https://resources.kamernet.nl/image/175d0a4d-c075-4d5f-afe7-06c738befdcb,618.9197387695312,575
296,https://resources.kamernet.nl/image/30a961d9-eec1-467a-aca7-51ae7e62aced,675.01904296875,580
303,https://resources.kamernet.nl/image/ed5ec6a6-6662-407b-a2fe-aa1878c2b6fb,634.7479858398438,625
304,https://resources.kamernet.nl/image/7f196318-4774-44f3-970d-d407d0d56179,653.416259765625,365
306,https://resources.kamernet.nl/image/70013e54-9716-4101-875e-8b97e5e1ee57,621.6357421875,800
309,https://resources.kamernet.nl/image/658b5862-7a7d-4b66-9836-c55e6a9707ae,613.9144287109375,800
311,https://resources.kamernet.nl/image/7f1a65c4-73d0-4aad-bbdd-2fd1d3e3e8ec,625.7455444335938,440
314,https://resources.kamernet.nl/image/c433a111-6d25-4560-be6f-3d2298443ae7,,805
315,https://resources.kamernet.nl/image/de00a609-210e-468d-ba20-4c78fbdbf9e9,654.9107055664062,650
317,https://resources.kamernet.nl/image/a3ef3c9a-a804-48ab-b03a-ccd2a23f4892,662.0045776367188,315
318,https://resources.kamernet.nl/image/3ac406ad-1a44-4212-b80c-800bd0e9f22d,662.0045776367188,310
320,https://resources.kamernet.nl/image/c8e2437a-408f-43c8-8391-bc3c910a4691,646.6256713867188,450
327,https://resources.kamernet.nl/image/7215b3c6-29f8-4c85-ac17-194a96a45b76,616.6389770507812,400
329,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,617.3634033203125,450
332,https://resources.kamernet.nl/image/98b3091c-1b31-4e20-b069-68cded23f007,609.5581665039062,700
337,https://resources.kamernet.nl/image/59ae81c6-3290-476b-9270-54cbb811baf1,,550
341,https://resources.kamernet.nl/image/58d5998b-78c2-4cbe-a572-a295e28098a2,601.0884399414062,385
342,https://resources.kamernet.nl/image/5357bb5a-4be7-49f1-a65a-423fce6cad5f,622.828857421875,990
343,https://resources.kamernet.nl/image/c7c2186c-c29d-47f7-bf29-08585764a746,655.9246215820312,800
344,https://resources.kamernet.nl/image/ecca3cb6-9f5f-49ba-b753-b0f258039064,641.9690551757812,900
345,https://resources.kamernet.nl/image/e9288818-0bb1-48a2-925f-08b213a1d16e,637.3881225585938,275
346,https://resources.kamernet.nl/image/223aa6dc-62ee-4928-bd22-189c86d089a5,626.9268798828125,995
347,https://resources.kamernet.nl/image/c63bc541-cc2e-4b7d-93b4-c8911ecaf639,661.1004028320312,299
348,https://resources.kamernet.nl/image/83ac1a7e-1225-49c3-a900-10504b2f235a,,499
349,https://resources.kamernet.nl/image/1a01195b-1417-4208-96c5-d0a738085352,695.4976196289062,320
351,https://resources.kamernet.nl/image/a50cda3f-8c85-42f3-93af-dc213227c365,639.7958374023438,395
352,https://resources.kamernet.nl/image/ec99d5d7-1956-4796-8fd5-193c42ddf50a,,245
353,https://resources.kamernet.nl/image/aa5254fe-b6c0-4563-8ce3-dc2a919a3357,600.5936279296875,395
354,https://resources.kamernet.nl/image/7c526385-0c53-4395-b9bd-9e3119ea64c8,655.9754028320312,380
356,https://resources.kamernet.nl/image/2ebc7d39-5c16-4363-8582-7d0a4357dbe8,602.1725463867188,340
358,https://resources.kamernet.nl/image/7e4661b0-f77b-42db-9e5b-c7f57273bb2f,622.7847290039062,550
359,https://resources.kamernet.nl/image/25d5d88e-cbd2-4e77-9224-25f30705d5bf,616.3804321289062,780
360,https://resources.kamernet.nl/image/9db38c0c-e1ba-406f-becc-369a5c8a6ff3,650.011962890625,530
366,https://resources.kamernet.nl/image/6676cb59-7219-4eb4-80c0-0ca8a2cef2fb,595.5291748046875,385
367,https://resources.kamernet.nl/image/f4f84ede-8e3a-4446-b325-a2bcbd2f4dfe,682.77587890625,215
369,https://resources.kamernet.nl/image/9497627b-f80a-41ca-aca1-0e69b59b5874,615.24365234375,330
370,https://resources.kamernet.nl/image/7415cd44-1b76-4929-9b0c-8ba0d25dd970,600.675048828125,250
372,https://resources.kamernet.nl/image/41ccea03-b64a-436b-8364-53f36954841a,610.400634765625,700
373,https://resources.kamernet.nl/image/b519c954-fc15-4143-b5bb-f03a114b3ba4,673.546875,520
374,https://resources.kamernet.nl/image/1c09b0c6-fbb8-4c8f-9555-7dbb7d17db3d,594.2363891601562,300
377,https://resources.kamernet.nl/image/9b490d75-2d10-410d-b5bc-e6259ead2956,624.064453125,100
378,https://resources.kamernet.nl/image/1836fd5f-b2ee-4c32-b825-1326fb108f83,607.9891967773438,600
380,https://resources.kamernet.nl/image/8d11941d-3916-4ff3-b259-1ace3a5fd829,609.0075073242188,500
381,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,610.1010131835938,475
382,https://resources.kamernet.nl/image/6aa19e9a-251e-481f-9722-2dcc00c12d10,605.3591918945312,280
384,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,575.7882080078125,650
385,https://resources.kamernet.nl/image/b1102c29-df5b-4d51-939b-69eedc4231e6,606.096923828125,425
386,https://resources.kamernet.nl/image/624f390c-c883-42b6-8844-14d2c1ced12f,,449
388,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,626.1329956054688,750
389,https://resources.kamernet.nl/image/00c3d871-9ef5-43e5-bad9-a90f10913624,622.0875244140625,300
390,https://resources.kamernet.nl/image/51571f62-8ad1-4fab-bc05-207bc478c5c7,646.0316162109375,450
392,https://resources.kamernet.nl/image/db86e4c6-76fc-4112-b7b4-483bc63a3a1a,601.8182983398438,350
393,https://resources.kamernet.nl/image/c2ee0b0c-0770-4eb0-bb06-8566e4b9397c,596.245361328125,280
394,https://resources.kamernet.nl/image/01aba5ef-c525-4fe0-999e-f5883f814658,602.5781860351562,255
395,https://resources.kamernet.nl/image/f3889487-c34d-464b-b93c-d9aa6f19a6fc,695.4976196289062,345
396,https://resources.kamernet.nl/image/a36f7db7-fd94-423b-b75b-4a8d3eebdc8f,596.1799926757812,450
397,https://resources.kamernet.nl/image/59b86ac7-8b57-462c-af0e-6a921378fdce,695.4976196289062,205
398,https://resources.kamernet.nl/image/8744284f-87a1-4c9a-aa0c-9e4efa41d477,607.6016845703125,290
399,https://resources.kamernet.nl/image/84bcf50b-b6b1-45c3-b839-a4e872f9d5ae,612.2095336914062,750
400,https://resources.kamernet.nl/image/4934b1e6-cce2-4648-b9b9-be10511664dc,695.4976196289062,385
403,https://resources.kamernet.nl/image/4808d83e-ef70-4015-bfbe-4e74a1cd948a,611.4705810546875,360
404,https://resources.kamernet.nl/image/ceeac811-3009-4a22-842e-9cf6b3582439,617.876220703125,1350
405,https://resources.kamernet.nl/image/65f4b5d4-d25c-4c23-92b7-3b7c28a4d2d6,607.8804931640625,650
406,https://resources.kamernet.nl/image/db570439-5199-441b-9a03-69788f921398,607.92041015625,950
409,https://resources.kamernet.nl/image/18f8fe02-646b-4345-9318-feb2556dde62,601.1708984375,390
410,https://resources.kamernet.nl/image/be03c4df-3617-4793-8582-602211848628,599.8486938476562,320
413,https://resources.kamernet.nl/image/8ba15b18-345c-4a9f-a848-0a50b0746495,620.0413208007812,386
416,https://resources.kamernet.nl/image/72f73ed3-9c4e-4931-a6bb-09fdb242f81f,598.7107543945312,1000
417,https://resources.kamernet.nl/image/a5322d34-e3da-4300-bbc7-dc49e58f3354,584.120849609375,550
418,https://resources.kamernet.nl/image/fa7a885a-c32a-4452-9948-75a83f0f78a5,668.1959228515625,740
420,https://resources.kamernet.nl/image/7f2c11ab-e89f-4a1f-a298-1b4d6b539f14,615.0264892578125,500
421,https://resources.kamernet.nl/image/b8d37783-1ad1-4a01-99dd-fa3d499d75aa,629.1326904296875,425
423,https://resources.kamernet.nl/image/dfe9bb15-8cb7-4f37-a201-1651997253a1,681.859130859375,485
424,https://resources.kamernet.nl/image/ca5bf175-d7b1-4244-a26f-5b364b22f5c6,621.9801635742188,315
426,https://resources.kamernet.nl/image/96f96853-009c-4b69-82ef-d16d4d17cc31,590.2415771484375,565
428,https://resources.kamernet.nl/image/360c5781-5235-4af4-b0c0-888b7f8974d8,633.9143676757812,280
430,https://resources.kamernet.nl/image/b8b5e56a-3213-449c-ab8a-cee7f88c264f,600.9219970703125,500
432,https://resources.kamernet.nl/image/6a0e4dcb-4a86-442a-8ece-c6931cecef77,598.4876708984375,254
435,https://resources.kamernet.nl/image/15e9b356-2f0e-495c-a728-fae279562289,590.096923828125,550
436,https://resources.kamernet.nl/image/f97314f8-eecc-45ad-bf1f-29fe626b9c5d,642.6551513671875,375
440,https://resources.kamernet.nl/image/8d66755a-7ab0-4518-8634-3fed5d11111b,630.1633911132812,320
441,https://resources.kamernet.nl/image/b16aece0-63aa-4562-856b-156e34acc057,629.3228759765625,1050
442,https://resources.kamernet.nl/image/7a3e79ef-4409-4838-9369-157e9f72a19f,638.3750610351562,325
444,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,617.5147705078125,380
445,https://resources.kamernet.nl/image/2495c410-d93f-4a37-b5d7-efa990169c86,592.68359375,339
446,https://resources.kamernet.nl/image/53902f9a-f2e9-4fa5-b286-0cad50170ef3,610.1078491210938,950
448,https://resources.kamernet.nl/image/7c84972d-4a60-4514-b03f-c6b43fd5eb43,628.3665771484375,800
449,https://resources.kamernet.nl/image/2c49123e-20d1-475c-a257-e8b4eb12c4de,632.9210205078125,200
451,https://resources.kamernet.nl/image/771c21c1-a429-4387-b97f-6a6fc14dd148,631.9508666992188,372
455,https://resources.kamernet.nl/image/e52d7e7b-b99c-44ba-a3fd-8c5c978c4890,628.3466186523438,445
456,https://resources.kamernet.nl/image/ce27800d-0212-4765-9e83-e8bdc244f7cb,,445
458,https://resources.kamernet.nl/image/4fb7b8e9-b698-47c8-a956-14d4f13927a4,611.9139404296875,935
459,https://resources.kamernet.nl/image/758d64f2-2201-4f69-ab10-df5bab15cd32,622.2299194335938,260
460,https://resources.kamernet.nl/image/b6387a17-c7f7-490c-8708-74774cd7c9dd,630.0848388671875,1095
461,https://resources.kamernet.nl/image/6108d7c5-8936-48f6-b4f7-540c2fb833a0,695.4976196289062,995
463,https://resources.kamernet.nl/image/4af6916b-d7b7-4bc2-a279-f8483ddd49f2,596.279296875,1250
464,https://resources.kamernet.nl/image/83703b6a-de48-4c9a-8bdf-be458ac2efbc,616.9700317382812,400
465,https://resources.kamernet.nl/image/f5c0055d-b037-4742-96b2-656cd17fc1d5,612.095947265625,395
467,https://resources.kamernet.nl/image/14c4d748-582c-4825-b74b-f2270aebeebd,617.5748901367188,195
468,https://resources.kamernet.nl/image/2e970bbe-1d44-4318-befb-ca9eb0cfec9f,,345
469,https://resources.kamernet.nl/image/a1e62b43-08d6-4eb2-8db2-971c6fcc8a52,,800
474,https://resources.kamernet.nl/image/5973cc41-0466-4586-a213-d1dc85b27a60,,285
477,https://resources.kamernet.nl/image/4d2ffe4e-78f9-4304-9f1d-882bf4a86379,610.8665161132812,395
478,https://resources.kamernet.nl/image/177ee5a3-785a-4f04-9431-6764a5ccf200,604.2645263671875,395
482,https://resources.kamernet.nl/image/bd1c7371-7fee-47c9-9b63-359806c56ece,625.4083862304688,500
483,https://resources.kamernet.nl/image/da6433fb-cf01-407b-b497-23bf6a2e2de4,612.093505859375,550
484,https://resources.kamernet.nl/image/9b9a3ff1-4f4f-430e-a292-2ac9e4662698,666.8604125976562,600
485,https://resources.kamernet.nl/image/decbc9b0-cde0-40b2-a003-a8246690a786,599.8102416992188,600
486,https://resources.kamernet.nl/image/caa1ed6f-36d2-4ddc-a61c-e33a731c7600,614.787109375,1250
489,https://resources.kamernet.nl/image/2c18425f-457a-4136-83c2-79106ab4be1a,630.3600463867188,360
490,https://resources.kamernet.nl/image/8a5f3575-9cc7-4b4d-8ce9-e5b4aa8fb725,629.2367553710938,395
491,https://resources.kamernet.nl/image/f40990b8-25e8-4b0d-9f61-a58c704955ca,651.4024658203125,475
492,https://resources.kamernet.nl/Content/images/placeholder/no-pic-advert.png,592.2344970703125,750
493,https://resources.kamernet.nl/image/62d46525-249b-4bf2-a47c-9ee26d6d31e4,627.268310546875,400
495,https://resources.kamernet.nl/image/4a4b632f-d0d9-4dc3-b4ab-0c3f4d149db1,627.8881225585938,600
498,https://resources.kamernet.nl/image/fcac35ce-c6cd-49ed-88fa-88203b1d4f82,631.336181640625,1500
